id,id_alumno,carrera,promedio_anterior,semestre,materias,transporte,familiares,trabajo,beca,sexo,edad,estado_civil,promedio_ansiedad,suma_ansiedad,total_respuestas,nivel_ansiedad
1786,3512,ICD,77.4,3,8,3,0,0,0,M,26,Soltero,0.2857,2.0,7,Bajo
1787,3513,IGE,79.6,6,7,0,0,0,0,M,23,Soltero,1.2857,9.0,7,Bajo
1788,3514,ISC,91.3,6,8,3,0,0,0,M,26,Casado,0.0,0.0,7,Bajo
1789,3515,ICD,77.9,3,7,1,0,0,0,M,20,Soltero,0.0,0.0,7,Bajo
1790,3516,ICD,74.2,7,8,2,0,1,0,M,20,Soltero,0.2857,2.0,7,Bajo
1791,3517,IGE,83.9,3,8,0,0,0,0,M,23,Soltero,0.5714,4.0,7,Bajo
1792,3518,ISC,93.4,8,4,2,0,1,0,F,26,Soltero,0.1429,1.0,7,Bajo
1793,3519,ISC,87.4,10,5,3,0,0,0,F,24,Soltero,0.2857,2.0,7,Bajo
1794,3520,ICD,84.3,4,8,2,0,0,0,F,20,Soltero,0.8571,6.0,7,Bajo
1795,3521,IINF,72.4,1,8,3,0,0,0,F,20,Soltero,0.7143,5.0,7,Bajo
1796,3522,ICD,85.4,4,6,3,0,1,0,M,19,Soltero,0.2857,2.0,7,Bajo
1797,3523,ICD,94.8,7,5,1,0,0,1,F,26,Soltero,0.0,0.0,7,Bajo
1798,3524,ICD,73.5,4,6,3,0,0,0,M,20,Soltero,0.4286,3.0,7,Bajo
1799,3525,ICD,83.0,6,5,1,0,0,0,F,22,Casado,0.4286,3.0,7,Bajo
1800,3526,IGE,91.9,9,6,1,0,0,0,F,26,Soltero,0.7143,5.0,7,Bajo
1801,3527,ISC,88.5,1,8,1,0,0,0,F,25,Casado,0.4286,3.0,7,Bajo
1802,3528,IGE,87.4,5,8,0,0,1,0,F,19,Soltero,0.0,0.0,7,Bajo
1803,3529,IGE,87.6,7,4,0,0,0,0,F,20,Casado,0.0,0.0,7,Bajo
1804,3530,IGE,79.0,1,6,3,0,0,0,M,19,Casado,1.0,7.0,7,Bajo
1805,3531,ICD,77.3,4,7,1,0,0,0,M,25,Soltero,0.0,0.0,7,Bajo
1806,3532,IINF,90.2,6,4,0,0,0,0,F,23,Soltero,1.4286,10.0,7,Bajo
1807,3533,ISC,90.3,2,6,1,0,1,0,M,23,Soltero,0.8571,6.0,7,Bajo
1808,3534,IINF,91.7,10,6,2,0,0,0,F,26,Soltero,0.5714,4.0,7,Bajo
1809,3535,IGE,92.8,5,4,2,0,0,0,F,25,Soltero,0.0,0.0,7,Bajo
1810,3536,IGE,82.8,10,8,2,0,0,0,M,21,Soltero,0.1429,1.0,7,Bajo
1811,3537,IINF,82.5,1,6,3,0,1,1,F,21,Soltero,0.4286,3.0,7,Bajo
1812,3538,IINF,90.0,6,8,1,0,1,0,F,26,Soltero,0.1429,1.0,7,Bajo
1813,3539,IINF,86.2,6,4,2,0,0,0,F,18,Casado,0.5714,4.0,7,Bajo
1814,3540,IGE,87.5,4,8,0,0,0,0,F,19,Soltero,0.0,0.0,7,Bajo
1815,3541,IGE,89.9,8,5,2,0,0,1,M,19,Soltero,0.2857,2.0,7,Bajo
1816,3542,ISC,92.3,4,7,2,0,1,0,F,23,Soltero,0.5714,4.0,7,Bajo
1817,3543,ISC,78.4,8,6,2,0,0,0,F,21,Casado,0.5714,4.0,7,Bajo
1818,3544,IGE,79.4,8,7,3,0,0,0,M,27,Soltero,0.0,0.0,7,Bajo
1819,3545,IINF,72.3,5,8,0,0,0,0,M,20,Soltero,0.0,0.0,7,Bajo
1820,3546,IINF,84.5,4,6,1,0,0,0,F,20,Soltero,0.0,0.0,7,Bajo
1821,3547,ISC,70.9,2,8,0,0,0,0,M,20,Soltero,0.8571,6.0,7,Bajo
1822,3548,IGE,81.6,3,5,1,0,1,1,F,23,Soltero,0.8571,6.0,7,Bajo
1823,3549,ISC,83.6,3,4,3,0,0,0,F,25,Casado,1.1429,8.0,7,Bajo
